uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
RO,45,2026-08-09,19,2,3,5,10,38,70,108.04999999999995,149
RO,46,2026-08-16,18,2,3,5,9,35,67,93,133.09999999999945
RO,47,2026-08-23,17,1,2,4,8,32,56,82.04999999999995,118.02499999999986
RO,48,2026-08-30,14,1,2,4,7,28,54,79,109.02499999999986
RO,49,2026-09-06,14.5,1,2,4,7,28,49,73.04999999999995,101
RO,50,2026-09-13,14,1,2,4,7,28,49,75.04999999999995,113
RO,51,2026-09-20,14,1,2,3,7,28,49,75,106.02499999999986
RO,52,2026-09-27,15,1,2,4,7,29,53,76,107.09999999999945
RO,53,2026-10-04,15,1,2,4,7,31,58,83,121.12499999999932
RR,1,2025-10-05,4,0,0,0,1,11,27,46,77
RR,2,2025-10-12,4,0,0,0,1,10,23.100000000000136,38,74
RR,3,2025-10-19,4,0,0,0,1,10,25,41,71
RR,4,2025-10-26,3,0,0,0,1,10,23,44,64
RR,5,2025-11-02,3,0,0,0,1,9,20,32,56
RR,6,2025-11-09,3,0,0,0,1,9,20,32,59.024999999999864
RR,7,2025-11-16,3,0,0,0,1,8,20,33,51.024999999999864
RR,8,2025-11-23,3,0,0,0,1,8,19,34,57.024999999999864
RR,9,2025-11-30,3,0,0,0,1,8,18,32.049999999999955,50.024999999999864
RR,10,2025-12-07,3,0,0,0,1,8,19,31,54
RR,11,2025-12-14,3,0,0,0,1,8,17,30,45.024999999999864
RR,12,2025-12-21,3,0,0,0,1,7,18,28,41.04999999999973
RR,13,2025-12-28,2,0,0,0,1,7,17,29,48
RR,14,2026-01-04,3,0,0,0,1,7,17,28,43.024999999999864
RR,15,2026-01-11,3,0,0,0,1,7,16,25.049999999999955,44.024999999999864
RR,16,2026-01-18,3,0,0,0,1,7,16,28,47.099999999999454
RR,17,2026-01-25,3,0,0,0,1,7,17,28,50
RR,18,2026-02-01,3,0,0,0,1,8,18,30.049999999999955,49.024999999999864
RR,19,2026-02-08,3,0,0,0,1,7,17,30,52
RR,20,2026-02-15,3,0,0,0,1,8,18,32,53
RR,21,2026-02-22,3,0,0,0,1,8,17,30,51.04999999999973
RR,22,2026-03-01,3,0,0,0,1,8,19,30,49
RR,23,2026-03-08,3,0,0,0,1,8,18,31,56.024999999999864
RR,24,2026-03-15,3,0,0,0,1,9,20,34,55
RR,25,2026-03-22,3,0,0,0,1,8,18,31,54.024999999999864
RR,26,2026-03-29,3,0,0,0,1,9,21,32.049999999999955,52
RR,27,2026-04-05,3,0,0,0,1,9,22.100000000000136,37,53
RR,28,2026-04-12,3,0,0,0,1,9,19.100000000000136,35.049999999999955,61
RR,29,2026-04-19,3,0,0,0,1,9,21.100000000000136,36.049999999999955,58
RR,30,2026-04-26,3,0,0,0,1,9,21,36.049999999999955,62.024999999999864
RR,31,2026-05-03,3,0,0,0,1,9.25,23,37,67
RR,32,2026-05-10,4,0,0,0,1,10,25,40,66
RR,33,2026-05-17,4,0,0,0,1,10,24,38.049999999999955,54
RR,34,2026-05-24,4,0,0,0,1,11,26,40,64.04999999999973
RR,35,2026-05-31,4,0,0,0,1,10,25,41.09999999999991,64
RR,36,2026-06-07,4,0,0,0,1,11,28,44,71
RR,37,2026-06-14,4,0,0,0,1,11,26,45.049999999999955,83.02499999999986
RR,38,2026-06-21,4,0,0,0,1,11,28,47.049999999999955,80.04999999999973
RR,39,2026-06-28,4,0,0,0,1,12,27,43.049999999999955,73.02499999999986
RR,40,2026-07-05,5,0,0,0,1,12,28,48.049999999999955,88.02499999999986
RR,41,2026-07-12,5,0,0,0,1,12,27,44,78
RR,42,2026-07-19,5,0,0,0,1,13,29,52,76
RR,43,2026-07-26,5,0,0,0,1,13,28.100000000000136,47,75.04999999999973
RR,44,2026-08-02,5,0,0,0,1,13,30,53.049999999999955,87.02499999999986
RR,45,2026-08-09,5,0,0,0,2,13,32,54.049999999999955,84.04999999999973
RR,46,2026-08-16,5,0,0,0,2,14,31,54,80.04999999999973
RR,47,2026-08-23,5,0,0,0,1,13,31,50,88
RR,48,2026-08-30,5,0,0,0,1,13,31,49.049999999999955,91.02499999999986
RR,49,2026-09-06,5,0,0,0,1,13,31,51,76
RR,50,2026-09-13,5,0,0,0,1,13,29,48,73.02499999999986
RR,51,2026-09-20,5,0,0,0,1,12,29,47,71.02499999999986
RR,52,2026-09-27,4,0,0,0,1,12,27,45,77.02499999999986
RR,53,2026-10-04,4,0,0,0,1,12,27,46,74
RS,1,2025-10-05,15,1,1,3,6,37,106,211.19999999999982,519.0249999999944
RS,2,2025-10-12,15,1,2,3,6,39,108.10000000000014,272.2499999999998,582.0249999999999
RS,3,2025-10-19,16,1,2,3,7,45,120,248.74999999999932,575.0749999999996
RS,4,2025-10-26,17.5,1,2,3,8,46,122,272.3499999999997,552.4999999999973
RS,5,2025-11-02,20,1,2,4,8,51,138,281.2999999999997,639.1999999999989
RS,6,2025-11-09,22,2,3,4,9,55,163,307.04999999999995,639.9999999999945
RS,7,2025-11-16,27,2,3,5,11,67,196.20000000000027,380.2499999999998,858.4999999999973
RS,8,2025-11-23,29,2,4,6,12,79,232.10000000000014,473.1999999999998,951.5249999999971
RS,9,2025-11-30,34,3,4,7,14,87,280,609.0999999999999,1060.1249999999993
RS,10,2025-12-07,39,3,5,8,16,98.25,281.6000000000008,552.05,1066.1499999999992
RS,11,2025-12-14,40,3,6,9,18,110,341.40000000000055,779.6499999999994,1705.1999999999935
RS,12,2025-12-21,43,4,6,9,20,118,359.10000000000014,850.6499999999994,1825.0249999999999
RS,13,2025-12-28,43.5,4,6,9,19,121,337.40000000000055,697.4499999999996,1390.4499999999975
RS,14,2026-01-04,52,4,7,10,22,130,373.10000000000014,807.0999999999999,1678.3999999999978
RS,15,2026-01-11,58,5,8,12,26,145.25,440.40000000000055,845.1499999999999,1668.174999999999
RS,16,2026-01-18,66,6,8,13,28,176,480.5000000000007,943.5499999999995,1628.1999999999935
RS,17,2026-01-25,83,7,10,17,35,211,568.1000000000001,1114.999999999999,2420.8749999999845
RS,18,2026-02-01,103.5,9,13,21,44,266,704.5000000000007,1464.3999999999987,3039.3749999999927
RS,19,2026-02-08,131,11,17,27,58,343,904.2000000000016,1798.6499999999994,3238.549999999997
RS,20,2026-02-15,181,16,25,40,79,482,1517.7000000000037,3116.2,5592.349999999987
RS,21,2026-02-22,252,24,36,52,109,684.25,2024.6000000000022,4068.149999999997,8166.624999999953
RS,22,2026-03-01,346,33,50,73.9,146.75,960.75,2529.3,5231.3,10064.849999999995
RS,23,2026-03-08,482.5,41.975,64,98,209,1328.25,3737,7589.699999999993,14485.974999999951
RS,24,2026-03-15,596,54,84,129.9,263,1758,4885.600000000011,9790.849999999999,20189.3
RS,25,2026-03-22,808.5,77,109.95,163.9,338,2115.75,6772.200000000004,13821.149999999998,27293.374999999916
RS,26,2026-03-29,1027,82,120,192.9,423,2888.5,8136.100000000008,15651.549999999997,30605.174999999974
RS,27,2026-04-05,1168,101.975,151.9,229.9,501.75,3114,8791.7,19169.399999999983,37782.7249999999
RS,28,2026-04-12,1262.5,110.95000000000002,160,248.9,527.75,3376,9917.600000000002,21543.449999999997,49987.124999999716
RS,29,2026-04-19,1353,111.92500000000001,166.95000000000002,259.70000000000005,553.75,3764,10968.2,23494.6,47696.374999999585
RS,30,2026-04-26,1200,101,151.95,230.9,512,3386,10049.900000000003,24133.849999999995,51605.34999999986
RS,31,2026-05-03,1093.5,93,133.9,224,448.75,2960.25,9472.200000000015,20672.399999999994,45217.82499999997
RS,32,2026-05-10,852.5,78,113.95,168.9,361.75,2339.25,7356.1,17966.79999999997,38745.69999999995
RS,33,2026-05-17,629.5,56,87,135,269,1745.25,5855.500000000004,13190.299999999997,23890.79999999999
RS,34,2026-05-24,455.5,41,59,90,194,1318.25,4082.6000000000035,9618.4,19709.67499999996
RS,35,2026-05-31,319.5,26,39,59,133,878.25,2859.9000000000024,6162.3499999999985,12305.549999999992
RS,36,2026-06-07,216,19,29,43,93,675.5,2100.2000000000003,4862.449999999997,10056.449999999997
RS,37,2026-06-14,149,12,18,29,64,437,1363,3337.7999999999956,8158.249999999998
RS,38,2026-06-21,117,9,13,21,48,343,981,2456.0999999999995,4269.424999999992
RS,39,2026-06-28,85,6,10,16.900000000000006,34,236.25,781.4000000000005,1634.1999999999998,3732.049999999989
RS,40,2026-07-05,62,5,7,12,26,174.5,546.5000000000007,1339.6999999999985,2756.075
RS,41,2026-07-12,46,3,5,9,18,138,386.3000000000004,904.1999999999998,2217.0999999999995
RS,42,2026-07-19,35,2,4,7,15,100,324.10000000000014,659.2999999999997,1565.5999999999967
RS,43,2026-07-26,28,2,3,5,12,80,246,499.14999999999986,969.0249999999999
RS,44,2026-08-02,23,2,3,5,10,63,183.10000000000014,391.14999999999986,887.374999999998
RS,45,2026-08-09,19.5,1,2,3,8,53,169.10000000000014,375.0999999999999,679.4999999999973
RS,46,2026-08-16,17,1,2,3,7,46,138.10000000000014,335.04999999999995,707.174999999999
RS,47,2026-08-23,16,1,1,2,6,40,119.10000000000014,241,501.44999999999754
RS,48,2026-08-30,15,1,1,3,6,39,114,270.04999999999995,566.0499999999997
RS,49,2026-09-06,13,1,1,2,6,38,122.10000000000014,274.49999999999955,646.9999999999945
RS,50,2026-09-13,13,1,1,2,5,36,109.20000000000027,227.24999999999977,530.6249999999966
RS,51,2026-09-20,13,1,1,2,5,35,109.10000000000014,239.24999999999977,536.0249999999999
RS,52,2026-09-27,14,1,1,3,6,37,105,222.4499999999996,564.0749999999996
RS,53,2026-10-04,14,1,1,2,6,35,106,225.14999999999986,574.174999999999
SC,1,2025-10-05,31,2,3,5,12,88,305,704.3499999999997,1767.8749999999952
SC,2,2025-10-12,35,2,3,6,13,101,318.10000000000014,709.3999999999996,1388.0499999999997
SC,3,2025-10-19,34,2,4,7,14,110,324.2000000000003,767.05,1709.2749999999985
SC,4,2025-10-26,41,2,4,7,16,116.25,379,899.3499999999997,2279.399999999998
SC,5,2025-11-02,44,3,5,8,17,134,404.2000000000003,961.1999999999989,1873.2749999999985
SC,6,2025-11-09,52,3.9750000000000014,6,9,21,148,473,1136.1999999999998,2688.075
SC,7,2025-11-16,61,4,6,10,24,177,552.1000000000001,1278.7499999999993,2939.249999999993
SC,8,2025-11-23,70,5,8,12,28,201,684.4000000000005,1525.7499999999993,3877.5999999999967
SC,9,2025-11-30,78,6,9,13,31,233,727.5000000000007,1874.3999999999996,3786.099999999994
SC,10,2025-12-07,87,6,10,15.900000000000006,36,265.25,849.4000000000005,1808.3999999999996,4034.0249999999833
SC,11,2025-12-14,99,7,10,16,37,279.5,924.1000000000001,2106.3499999999995,4653.224999999983
SC,12,2025-12-21,106.5,8,12,18,42,297.5,968.1000000000029,2133.5999999999995,4238.099999999983
SC,13,2025-12-28,109.5,9,12,18,42.75,293,933.5000000000007,2284.3499999999976,4820.574999999997
SC,14,2026-01-04,120,8.975000000000001,14,22,48,357.25,1132.0000000000014,2648.1,5978.87499999999
SC,15,2026-01-11,126,11,14.950000000000003,23,50,374,1305.1000000000001,3200.499999999999,6741.599999999986
SC,16,2026-01-18,139,11,16,25,57.75,415.25,1271.1000000000001,3205.0499999999997,7394.924999999962
SC,17,2026-01-25,166,13,19,29.900000000000006,69,511.25,1586.2000000000016,4249.399999999999,9576.049999999988
SC,18,2026-02-01,206,16,23.950000000000003,36,83,623.75,1982.1000000000029,4819.349999999998,8794.624999999953
SC,19,2026-02-08,250.5,21,30,46,102,741,2417.100000000003,5888.999999999998,11733.87499999998
SC,20,2026-02-15,328,22.975,34,57,124,995.5,3100.3,6666.349999999994,16008.749999999996
SC,21,2026-02-22,412,30.975,45.95,74,157,1241.5,3913.3,8695.4,18350.774999999994
SC,22,2026-03-01,537.5,38,57,97.9,207.75,1537.75,5177.700000000005,13592.64999999999,28550.124999999643
SC,23,2026-03-08,687,55.975,78,121,266.75,1992.5,6077.3,13581.65,32840.07499999992
SC,24,2026-03-15,869.5,69,103,160.9,354,2560.25,7560.300000000002,18023.549999999996,38295.94999999996
SC,25,2026-03-22,1056,84.9,124.95,200.9,426,3146.75,10146.900000000001,21956.99999999998,53375.1
SC,26,2026-03-29,1323.5,93,148.95,233,542.75,3984.5,11528.000000000005,27047.64999999997,62036.09999999965
SC,27,2026-04-05,1539.5,106.92500000000001,186.95000000000002,286.90000000000003,568.5,4887.25,15077.300000000014,34056.99999999996,61537.02499999981
SC,28,2026-04-12,1705.5,131,194,326.90000000000003,661.5,5222.25,17346.70000000004,40395.449999999975,83960.97499999989
SC,29,2026-04-19,1821.5,136.95,192.85,320,696.75,5447.5,18329.700000000004,41405.69999999997,99159.19999999998
SC,30,2026-04-26,1929.5,145.89999999999998,211,336,723.5,5669.5,16606.700000000004,42477.19999999999,112893.49999999953
SC,31,2026-05-03,1743,141.85000000000002,214.95000000000002,318.90000000000003,663,5285.5,18694.000000000022,39675.69999999995,109963.14999999963
SC,32,2026-05-10,1552,111.95,163,262,588.5,4880.25,17139.5,40217.19999999998,103904.24999999985
SC,33,2026-05-17,1313.5,92.975,145.95,215,497.75,4223,13915.100000000002,34120.049999999996,88127.57499999976
SC,34,2026-05-24,1036.5,71.975,112,173.9,366,3109,11097.30000000001,29284.399999999998,63203.674999999865
SC,35,2026-05-31,777.5,55,79.95,125.9,276.75,2321.25,8858.600000000004,22066.099999999988,55252.074999999764
SC,36,2026-06-07,603.5,40,59,99.9,225.75,1844.75,6798.00000000001,15443.999999999995,35540.149999999936
SC,37,2026-06-14,432.5,33,49.95,72,161,1442.5,5033.200000000002,12309.899999999972,30402.774999999987
SC,38,2026-06-21,325,22,33,54,122,1060.5,3680.900000000004,9516.64999999999,22079.199999999917
SC,39,2026-06-28,241,15,24,38,87,748.25,2695.900000000005,6026.449999999999,14665.549999999806
SC,40,2026-07-05,174.5,14,19,30,66.75,559,1885.5000000000102,4198.899999999998,10605.42499999996
SC,41,2026-07-12,128,9,13,21.900000000000006,49,402.25,1428,4019.3999999999996,8687.399999999998
SC,42,2026-07-19,100,7,10,16,38,308,1104.7000000000023,3058.7999999999975,7592.849999999995
SC,43,2026-07-26,77.5,4,7,12,28,248.25,791.1000000000001,2167.3499999999976,4345.199999999993
SC,44,2026-08-02,61,4,6,10,24,185.25,627.0000000000014,1567.3499999999997,3097.899999999995
SC,45,2026-08-09,52,3,5,8,19,164.25,566.2000000000003,1138.199999999999,3105.7749999999687
SC,46,2026-08-16,45,3,4,7,16.75,138,474.8000000000011,1157.099999999999,2724.124999999999
SC,47,2026-08-23,37,2,4,6,15,113,426.6000000000008,996.9499999999991,2104.2249999999826
SC,48,2026-08-30,36,2,3.950000000000003,6,13,108.25,388.2000000000003,892.3999999999996,2447.9499999999944
SC,49,2026-09-06,34,2,3,5,12,101,335.40000000000055,841.05,2035.8249999999955
SC,50,2026-09-13,32,2,3,5,12,92,316.2000000000003,705.099999999999,1580.8249999999955
SC,51,2026-09-20,31.5,2,3,5,12,91.25,279,642.1999999999998,1707.4749999999865
SC,52,2026-09-27,30,2,3,5,12,88,279,689.1999999999998,1605.199999999999
SC,53,2026-10-04,31,2,3,5,11,88,272.3000000000004,686.3499999999997,1587.099999999994
SE,1,2025-10-05,25,1,1,3,9,62,132,227.04999999999995,339.09999999999945
SE,2,2025-10-12,25,1,2,3,10,65,147,253.0999999999999,440.09999999999945
SE,3,2025-10-19,26,1,2,4,9,64,148.10000000000014,242.29999999999973,387.09999999999945
SE,4,2025-10-26,26,1,2,3,10,63,156,238.19999999999982,406.0499999999997
SE,5,2025-11-02,25,1,1,3,10,63,153,245.04999999999995,363.0749999999996
SE,6,2025-11-09,24.5,1,1,3,8,61,134,226.04999999999995,338.02499999999986
SE,7,2025-11-16,23,1,2,3,8,59.25,134.10000000000014,215,328.2249999999988
SE,8,2025-11-23,20,0,1,3,8,51,112,193,289.0749999999996
SE,9,2025-11-30,20,0,1,2.9000000000000057,7,47,108,174.0999999999999,312
SE,10,2025-12-07,17,0,1,2,6,42,89,149,225.0749999999996
SE,11,2025-12-14,15,0,1,2,5,37,82,137.04999999999995,210
SE,12,2025-12-21,13,0,1,2,5,33,72.10000000000014,123,190
SE,13,2025-12-28,14,0,1,1,5,33,74,112,180.04999999999973
SE,14,2026-01-04,13,0,0,1,4,31,70,120,216.12499999999932
SE,15,2026-01-11,12,0,1,1,4.75,31,70,117.09999999999991,195.04999999999973
SE,16,2026-01-18,13,0,1,1,5,33,76,118.04999999999995,178.32499999999823
SE,17,2026-01-25,14,0,0,1,5,33,72,125,213.02499999999986
SE,18,2026-02-01,15,0,1,2,5,35,75,124.14999999999986,200.02499999999986
SE,19,2026-02-08,15,0,1,2,5,37,85.10000000000014,136,199.09999999999945
SE,20,2026-02-15,15,0,1,2,6,40,99.10000000000014,153.04999999999995,240.0749999999996
SE,21,2026-02-22,17,0,1,2,6,45.25,99,169.04999999999995,270.02499999999986
SE,22,2026-03-01,17,0,1,2,6,46.25,107,173,270.1499999999992
SE,23,2026-03-08,19,0,1,2,7,45,96.10000000000014,166.04999999999995,269.2249999999988
SE,24,2026-03-15,20,0,1,3,7,50,113,185.04999999999995,298.37499999999795
SE,25,2026-03-22,20,0,1,2,7,49,113.10000000000014,189,299.02499999999986
SE,26,2026-03-29,21,0,1,3,8,52,114,195.19999999999982,315
SE,27,2026-04-05,23,0,1,3,8,55,125.10000000000014,213.04999999999995,337.2249999999988
SE,28,2026-04-12,24,1,1,3,8,59,127,225,363.09999999999945
SE,29,2026-04-19,24,1,1,3,9,62,137.10000000000014,230,371.24999999999864
SE,30,2026-04-26,27.5,1,2,4,11,65,150.10000000000014,244,394.17499999999905
SE,31,2026-05-03,27,1,2,4,11,69,167,266.14999999999986,439.09999999999945
SE,32,2026-05-10,32,1,2,4,11,82.25,175,293.04999999999995,494.0749999999996
SE,33,2026-05-17,34,1,3,5,12,87,188,303.0999999999999,505.29999999999836
SE,34,2026-05-24,39,1,2,5,14,91,207.10000000000014,359.04999999999995,478.0499999999997
SE,35,2026-05-31,38,1,2.950000000000003,5,14,97.25,233.10000000000014,380.04999999999995,623.1999999999989
SE,36,2026-06-07,42,1,2,6,15,101,227.10000000000014,376.0999999999999,592.2999999999984
SE,37,2026-06-14,44,2,3,7,16,108.5,242,398.14999999999986,631.0249999999999
SE,38,2026-06-21,46,2,3,6,18,111.25,257,448.1999999999998,711.0999999999995
SE,39,2026-06-28,48,2,4,6.900000000000006,18,119,287,432.04999999999995,709.3499999999981
SE,40,2026-07-05,49,2,3,7,19,126,276.10000000000014,462.14999999999986,680.4249999999977
SE,41,2026-07-12,50.5,2,4,8,19,120,290.10000000000014,470.0999999999999,711.174999999999
SE,42,2026-07-19,52,2,3,7,19,121.25,304,490.2499999999998,744.4499999999975
SE,43,2026-07-26,46,2,4,7,18,119,247,399,659.5249999999971
SE,44,2026-08-02,46,1,3,6,17,109,248,438,703.0999999999995
SE,45,2026-08-09,40.5,1,2.950000000000003,5,15,106,239,396.04999999999995,659.5749999999969
SE,46,2026-08-16,37.5,1,2,5,15,95,215.10000000000014,344.14999999999986,547.3499999999981
SE,47,2026-08-23,35,1,2,4,13,88,201.10000000000014,320,479.49999999999727
SE,48,2026-08-30,31,1,3,4,11,81,184.20000000000027,313.0999999999999,472.1499999999992
SE,49,2026-09-06,31,1,2,4,11,73,170,294.04999999999995,429.2749999999985
SE,50,2026-09-13,27,1,1,3,10,65.25,148,236,393.02499999999986
SE,51,2026-09-20,27,0,2,3,10,64,143.10000000000014,216.14999999999986,321.0499999999997
SE,52,2026-09-27,25,1,2,3,9,64,148,239.04999999999995,372.02499999999986
SE,53,2026-10-04,24,1,2,3,9,63,137,215.0999999999999,350.0499999999997
SP,1,2025-10-05,1262,362.975,437,535.7,799,2234.25,3922.2000000000057,6321.349999999995,9906.174999999961
SP,2,2025-10-12,1312,392,464,563.8,837.75,2215.5,4123.100000000001,6537.15,9766.049999999985
SP,3,2025-10-19,1354,398.97499999999997,465,579.8,846,2316.25,4445.700000000005,7172.4,10740.499999999993
SP,4,2025-10-26,1439,420.975,501.95000000000005,629.9000000000001,900,2505.25,4600,6973.499999999998,11050.524999999949
SP,5,2025-11-02,1556,465.85,540.9,679,979,2772.5,5100.600000000003,7747.599999999998,11322.174999999977
SP,6,2025-11-09,1711.5,485.875,568.95,704.8,1044.5,2807.75,5224.300000000005,7897.949999999999,11925.174999999948
SP,7,2025-11-16,1860.5,520.975,632.75,785,1155.5,3120.5,6055.4000000000005,9768.899999999998,13847.649999999985
SP,8,2025-11-23,1979,579.9499999999999,692.95,862.8000000000001,1261.75,3508.5,6544.600000000006,9999.649999999998,16221.549999999987
SP,9,2025-11-30,2235,659.925,778.95,972.8,1401.75,3996.5,7226.000000000006,11399.55,19090.924999999934
SP,10,2025-12-07,2520,703.9,872.95,1090,1566.75,4257.5,8485.80000000001,13587.8,20785.42499999998
SP,11,2025-12-14,2906.5,791.975,965.95,1194.9,1812,4846.5,9117.700000000003,14252.949999999995,22214.049999999846
SP,12,2025-12-21,3295,950,1141.9,1390.8,2101,5764,10768.200000000012,17164.44999999999,24454.54999999992
SP,13,2025-12-28,3366.5,976,1125.95,1441,2138.75,5769.25,11115.4,16206.099999999995,25262.09999999996
SP,14,2026-01-04,4055,1161.65,1420.9,1759.9,2527.75,7101.25,13588.600000000017,21584.4,29645.374999999993
SP,15,2026-01-11,4985.5,1434.85,1733.9,2084,3094,9157.5,17346.800000000003,26645.049999999996,40221.44999999994
SP,16,2026-01-18,6287,1661.8999999999999,2097.3,2644.9,3789,10850.75,19484.100000000006,31896.29999999999,51169.174999999996
SP,17,2026-01-25,7656.5,2147.95,2603.8,3152.3,4683.5,13283,25370.400000000016,40167.799999999974,63028.624999999345
SP,18,2026-02-01,9162,2537.8,2974.5,3807.4,5593.5,15981.75,30961.50000000002,44941.749999999985,68231.44999999997
SP,19,2026-02-08,10650,2942.75,3509.9,4384.3,6508.25,19382.5,35647.200000000004,58694.5,88901.92499999987
SP,20,2026-02-15,12241.5,3352.725,4028.9,5030.8,7673.25,21522.5,39256.70000000001,63531.79999999998,94880.77499999959
SP,21,2026-02-22,13507,3961.9500000000003,4765.1,5830.9,8544.75,23491.25,44671.70000000009,79268.8,108687.17499999997
SP,22,2026-03-01,15498,4423,5384.4,6593.8,9647.5,27367.75,50260.500000000015,72035.34999999999,117826.34999999995
SP,23,2026-03-08,16517.5,4876.2,5877,7367.8,10470.5,28882.25,56095.70000000001,89249.5,135650.5499999994
SP,24,2026-03-15,18188.5,5635.35,6415.3499999999995,7974.8,11469,32236,58602.1,96311.14999999997,142350.34999999986
SP,25,2026-03-22,19693.5,5806.125,6941.45,8529.2,12635,33574.5,62725.40000000004,91992.74999999999,147589.92499999944
SP,26,2026-03-29,21341.5,6186.175,7369.25,9281.2,13648.5,36536.5,68736.50000000003,104409.95,164904.69999999998
SP,27,2026-04-05,22309.5,6712.8,7889.6500000000005,9487.8,14034.75,38372,74579.90000000005,111833.04999999999,176172.47499999974
SP,28,2026-04-12,22851,6823.200000000001,8076.1500000000005,9898.5,14597.5,38178.25,68943.80000000008,108197.4,166735.79999999987
SP,29,2026-04-19,22068.5,6561,8039,9974.9,14196.75,38721.5,71472.40000000002,103777.84999999999,162211.17499999946
SP,30,2026-04-26,21496.5,6293.4749999999995,7362.6500000000005,9395.7,13752.25,35849.5,68131.50000000003,111058.99999999999,169350.9249999998
SP,31,2026-05-03,19819.5,6029.299999999999,7164.95,8610.8,12535.75,33813,63555.50000000005,97334.49999999997,159533.3999999993
SP,32,2026-05-10,17629,5360.675,6258.45,7690.2,11144.75,29533,52931.30000000001,86845.59999999999,134365.94999999978
SP,33,2026-05-17,14720,4255.975,5095.85,6279,9168.5,24353,47088,73948.7,111622.22499999992
SP,34,2026-05-24,11570,3519.7,4094.2000000000003,5082.3,7370.75,19740,37371.10000000002,58430.94999999999,82794.09999999993
SP,35,2026-05-31,9210,2689.7000000000003,3228.95,3920.6000000000004,5805.5,15871,29185.400000000012,43024.299999999974,64759.4749999999
SP,36,2026-06-07,7126.5,2228.2000000000003,2544.85,3148,4520.75,12201.75,22136.400000000012,34848.099999999984,54962.04999999993
SP,37,2026-06-14,5530,1636.775,1980.8000000000002,2400.5,3543.75,9009,17614.10000000003,25653.99999999999,41347.97499999988
SP,38,2026-06-21,4163.5,1282.8999999999999,1486,1853,2662,7185.25,14023.400000000003,23517.95,35115.899999999965
SP,39,2026-06-28,3400.5,979.925,1201.95,1476.5,2132.25,5628.5,10816.800000000005,17464.05,25096.074999999993
SP,40,2026-07-05,2642,805,925.7,1169.7,1716,4487.75,8331.2,13762.699999999999,18743.12499999985
SP,41,2026-07-12,2214.5,641.95,773.95,931.9,1377,3756.75,7023.200000000001,11550.899999999992,17640.174999999992
SP,42,2026-07-19,1803,554.975,640.95,791,1148.75,3126,5955.1,9835.549999999997,14018.499999999998
SP,43,2026-07-26,1578,451.97499999999997,546,670.9000000000001,995,2686.75,5070.1,7618.199999999999,12425.324999999972
SP,44,2026-08-02,1338,389.925,454.90000000000003,569.9,833.75,2315.75,4532.50000000001,7226.8499999999985,10326.69999999999
SP,45,2026-08-09,1226,363.95000000000005,435,527.9,769,2161,3916.100000000006,6362.599999999998,10402.449999999964
SP,46,2026-08-16,1121.5,333,386.95000000000005,490.90000000000003,712.75,2010.25,3665.4000000000005,6088.499999999999,9230.799999999957
SP,47,2026-08-23,1079,328.975,370.95000000000005,456.9,684.75,1839.75,3533.6000000000004,5653.899999999999,8404.849999999962
SP,48,2026-08-30,1062,315.925,371,456,669.75,1885.75,3514.3,5541.249999999996,8601.174999999994
SP,49,2026-09-06,1039.5,292.95,366.95000000000005,458.70000000000005,647,1851,3470,5046.3,8029.724999999963
SP,50,2026-09-13,1100.5,310.92499999999995,371.95,460,677,1869.75,3690.500000000002,5645.649999999993,8585.899999999969
SP,51,2026-09-20,1141.5,330.95,386.90000000000003,491.9,705,1942.25,3586.0000000000027,5541.3499999999985,9069.649999999996
SP,52,2026-09-27,1189,339.97499999999997,413.90000000000003,494.90000000000003,719.75,2020.25,3698.100000000003,5994.849999999998,9723.499999999969
SP,53,2026-10-04,1194.5,347.975,417,498.90000000000003,747.75,2041,3896.0000000000027,6291.2,10178.949999999903
TO,1,2025-10-05,24.5,4,6,8,14,42,74,105.04999999999995,143.12499999999932
TO,2,2025-10-12,28,5,7,10,16,50,89,127,189.02499999999986
TO,3,2025-10-19,33,6,8,11,19,58,102,146,197.04999999999973
TO,4,2025-10-26,38,7,9,14,22,66,115,160.04999999999995,218.09999999999945
TO,5,2025-11-02,44,8,11,16,25,78,137,199.04999999999995,289
TO,6,2025-11-09,56,12,15,20,34,96,168.10000000000014,249.0999999999999,348.02499999999986
TO,7,2025-11-16,65,13,18,23,38,115,202,307,472.2749999999985
TO,8,2025-11-23,74,14,18,25,43,137,232,339.04999999999995,516.0249999999999
TO,9,2025-11-30,85,15.975000000000001,21,29,49,153,261.10000000000014,396.0999999999999,553.1999999999989
TO,10,2025-12-07,88,17.975,23,30,50,164,275,404,564.0999999999995
TO,11,2025-12-14,91.5,16,23,31,51,168.25,291,455.04999999999995,643.1249999999993
TO,12,2025-12-21,101,19,27,35,60,184,323,475.1999999999998,695.0249999999999
TO,13,2025-12-28,102,19,26,34,59,174,307,457,630.9499999999948
TO,14,2026-01-04,116,22,30,40,66,203,347.10000000000014,516,741.0249999999999
TO,15,2026-01-11,126,25,33,45,76.75,229,396,569.3999999999996,767.2249999999988
TO,16,2026-01-18,145,29,37.95,50,84,255.25,501.10000000000014,675.3499999999997,937
TO,17,2026-01-25,161,29,41.95,58,93,280,477.5000000000007,704.1499999999999,951.0499999999997
TO,18,2026-02-01,171,33,44,60.900000000000006,101,299,506.10000000000014,766.05,1054.174999999999
