uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
AM,1301159,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
BA,2929057,Santa Maria da Vitória,29021,Oeste,2912
BA,2919926,Salvador,29020,Leste,2915
BA,2924652,Feira de Santana,29006,Centro-Leste,2917
BA,2924678,Valença,29027,Sul,2910
BA,2924900,Jequié,29015,Sul,2910
BA,2930600,Jacobina,29014,Centro - Norte,2918
BA,2926657,Vitória da Conquista,29028,Sudoeste,2911
BA,2926806,Guanambi,29007,Sudoeste,2911
BA,2928307,Feira de Santana,29006,Centro-Leste,2917
BA,2929800,Jacobina,29014,Centro - Norte,2918
BA,2933000,Serrinha,29025,Centro-Leste,2917
BA,2933109,Jacobina,29014,Centro - Norte,2918
BA,2933406,Itaberaba,29011,Centro-Leste,2917
BA,2902104,Serrinha,29025,Centro-Leste,2917
BA,2902609,Feira de Santana,29006,Centro-Leste,2917
BA,2916203,Itabuna,29012,Sul,2910
BA,2902005,Brumado,29003,Sudoeste,2911
BA,2918100,Paulo Afonso,29017,Norte,2913
BA,2920700,Itabuna,29012,Sul,2910
BA,2921104,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2925956,Feira de Santana,29006,Centro-Leste,2917
BA,2926202,Barreiras,29002,Oeste,2912
BA,2926400,Guanambi,29007,Sudoeste,2911
BA,2915304,Porto Seguro,29018,Extremo Sul,2916
BA,2925303,Porto Seguro,29018,Extremo Sul,2916
ES,3200508,Sul,32004,Sul,3205
ES,3201100,Sul,32004,Sul,3205
ES,3201159,Metropolitana,32002,Metropolitana,3207
ES,3201209,Sul,32004,Sul,3205
ES,3201605,Norte,32003,Norte,3206
ES,3201803,Sul,32004,Sul,3205
ES,3202405,Metropolitana,32002,Metropolitana,3207
ES,3202603,Sul,32004,Sul,3205
GO,5221502,Oeste II,52010,Centro-Oeste,5208
ES,3203007,Sul,32004,Sul,3205
ES,3203346,Metropolitana,32002,Metropolitana,3207
GO,5204607,Central,52001,Centro-Oeste,5208
GO,5200134,Sudoeste I,52015,Sudoeste,5206
MG,3102605,Poços de Caldas,31006,Sul,3101
MG,3107109,Três Pontas,31011,Sul,3101
MG,3117306,Uberaba,31072,Triângulo do Sul,3112
MG,3119807,Formiga,31030,Oeste,3105
RS,4310579,Região 19 - Botucaraí,43019,Norte,4311
MG,3126505,Araçuaí,31064,Jequitinhonha,3104
MG,3128709,Guaxupé,31002,Sul,3101
MG,3144375,Unaí,31058,Noroeste,3109
MG,3146008,Pouso Alegre,31007,Sul,3101
BA,2927903,Jequié,29015,Sul,2910
SP,3553104,Sul - Barretos,35052,RRAS13,3530
MG,3159704,São Gotardo,31082,Noroeste,3109
MG,3161601,Governador Valadares,31036,Leste,3106
BA,2902708,Ibotirama,29008,Oeste,2912
RS,4310603,Região 03 - Fronteira Oeste,43003,Centro-oeste,4314
RS,4309803,Região 18 - Araucárias,43018,Norte,4311
RS,4309704,Região 13 - Diversidade,43013,Missioneira,4312
RS,4309654,Região 22 - Pampa,43022,Sul,4309
RS,4309605,Região 14 - Fronteira Noroeste,43014,Missioneira,4312
RS,4309571,Região 28 - Vinte e Oito,43028,Vales,4308
RS,4309555,Região 08 - Vale do Caí e Metropolitana,43008,Metropolitana,4313
RS,4309506,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
RS,4309407,Região 25 - Vinhedos e Basalto,43025,Serra,4310
RS,4309209,Região 10 - Capital e Vale do Gravataí,43010,Metropolitana,4313
RS,4309159,Região 28 - Vinte e Oito,43028,Vales,4308
RS,4309100,Região 23 - Caxias e Hortênsias,43023,Serra,4310
GO,5218102,Sudoeste II,52016,Sudoeste,5206
GO,5215009,Central,52001,Centro-Oeste,5208
GO,5213806,Sul,52017,Centro Sudeste,5210
GO,5210901,São Patrício I,52013,Centro-Norte,5209
GO,5207501,Norte,52008,Centro-Norte,5209
GO,5206404,São Patrício I,52013,Centro-Norte,5209
GO,5203559,Centro Sul,52002,Centro Sudeste,5210
GO,5203500,Sul,52017,Centro Sudeste,5210
GO,5200852,Rio Vermelho,52012,Centro-Oeste,5208
GO,5200100,Pirineus,52011,Centro-Norte,5209
GO,5221551,Sudoeste I,52015,Sudoeste,5206
GO,5221403,Central,52001,Centro-Oeste,5208
GO,5220157,São Patrício I,52013,Centro-Norte,5209
GO,5219902,Central,52001,Centro-Oeste,5208
RS,4304002,Região 13 - Diversidade,43013,Missioneira,4312
GO,5219753,Entorno Sul,52004,Nordeste,5207
GO,5219704,São Patrício I,52013,Centro-Norte,5209
GO,5219357,São Patrício I,52013,Centro-Norte,5209
GO,5216304,Sudoeste I,52015,Sudoeste,5206
GO,5214861,São Patrício I,52013,Centro-Norte,5209
GO,5214838,Rio Vermelho,52012,Centro-Oeste,5208
GO,5214002,Rio Vermelho,52012,Centro-Oeste,5208
GO,5211800,São Patrício II,52018,Centro-Norte,5209
GO,5210000,Central,52001,Centro-Oeste,5208
GO,5209937,Sul,52017,Centro Sudeste,5210
GO,5209903,Nordeste II,52007,Nordeste,5207
GO,5209408,Nordeste II,52007,Nordeste,5207
GO,5208004,Entorno Norte,52003,Nordeste,5207
GO,5204656,Norte,52008,Centro-Norte,5209
GO,5218805,Sudoeste I,52015,Sudoeste,5206
GO,5212501,Entorno Sul,52004,Nordeste,5207
GO,5210802,Sudoeste I,52015,Sudoeste,5206
GO,5207402,Centro Sul,52002,Centro Sudeste,5210
GO,5207105,Oeste I,52009,Centro-Oeste,5208
GO,5202809,Central,52001,Centro-Oeste,5208
GO,5204250,Sul,52017,Centro Sudeste,5210
GO,5204557,Centro Sul,52002,Centro Sudeste,5210
GO,5204953,São Patrício I,52013,Centro-Norte,5209
GO,5205059,Sudoeste I,52015,Sudoeste,5206
GO,5205109,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5205513,Pirineus,52011,Centro-Norte,5209
GO,5206305,Centro Sul,52002,Centro Sudeste,5210
GO,5206701,Nordeste II,52007,Nordeste,5207
GO,5208301,Nordeste I,52006,Nordeste,5207
GO,5208806,Central,52001,Centro-Oeste,5208
GO,5209101,Sul,52017,Centro Sudeste,5210
GO,5209200,Central,52001,Centro-Oeste,5208
GO,5210109,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5210158,São Patrício I,52013,Centro-Norte,5209
RS,4303673,Região 24 - Campos de Cima da Serra,43024,Serra,4310
GO,5210307,Oeste I,52009,Centro-Oeste,5208
GO,5210562,Central,52001,Centro-Oeste,5208
GO,5211909,Sudoeste II,52016,Sudoeste,5206
GO,5212006,Oeste I,52009,Centro-Oeste,5208
GO,5212253,Sudoeste I,52015,Sudoeste,5206
GO,5212907,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5213103,Sudoeste II,52016,Sudoeste,5206
GO,5213400,Oeste I,52009,Centro-Oeste,5208
GO,5213707,Oeste I,52009,Centro-Oeste,5208
GO,5213772,Norte,52008,Centro-Norte,5209
GO,5214507,Central,52001,Centro-Oeste,5208
GO,5215207,Oeste I,52009,Centro-Oeste,5208
GO,5215405,Central,52001,Centro-Oeste,5208
GO,5215702,Oeste II,52010,Centro-Oeste,5208
GO,5216403,Oeste II,52010,Centro-Oeste,5208
GO,5216452,Sudoeste II,52016,Sudoeste,5206
GO,5217203,Oeste I,52009,Centro-Oeste,5208
GO,5217609,Entorno Norte,52003,Nordeste,5207
GO,5217708,Centro Sul,52002,Centro Sudeste,5210
GO,5218052,Sudoeste I,52015,Sudoeste,5206
GO,5218391,Centro Sul,52002,Centro Sudeste,5210
GO,5218607,São Patrício I,52013,Centro-Norte,5209
GO,5218706,São Patrício I,52013,Centro-Norte,5209
GO,5220058,Oeste II,52010,Centro-Oeste,5208
GO,5220280,São Patrício I,52013,Centro-Norte,5209
GO,5220405,Sudoeste I,52015,Sudoeste,5206
GO,5220603,Centro Sul,52002,Centro Sudeste,5210
GO,5220686,Nordeste II,52007,Nordeste,5207
GO,5220702,Nordeste II,52007,Nordeste,5207
GO,5221304,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5221908,Centro Sul,52002,Centro Sudeste,5210
GO,5222005,Centro Sul,52002,Centro Sudeste,5210
GO,5222054,Centro Sul,52002,Centro Sudeste,5210
GO,5201454,Sudoeste I,52015,Sudoeste,5206
GO,5202601,Oeste II,52010,Centro-Oeste,5208
GO,5203203,São Patrício II,52018,Centro-Norte,5209
GO,5203302,Centro Sul,52002,Centro Sudeste,5210
GO,5203401,Oeste I,52009,Centro-Oeste,5208
GO,5203807,Rio Vermelho,52012,Centro-Oeste,5208
GO,5206503,Centro Sul,52002,Centro Sudeste,5210
GO,5206909,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5201207,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5200829,Serra da Mesa,52014,Centro-Norte,5209
GO,5200803,Nordeste II,52007,Nordeste,5207
GO,5200506,Sul,52017,Centro Sudeste,5210
GO,5200050,Central,52001,Centro-Oeste,5208
GO,5201306,Central,52001,Centro-Oeste,5208
GO,5220504,Sudoeste II,52016,Sudoeste,5206
GO,5220454,Centro Sul,52002,Centro Sudeste,5210
GO,5219001,Oeste II,52010,Centro-Oeste,5208
GO,5218508,Sudoeste I,52015,Sudoeste,5206
GO,5215801,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5215652,Oeste I,52009,Centro-Oeste,5208
GO,5215504,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5214408,Central,52001,Centro-Oeste,5208
GO,5213756,Sudoeste I,52015,Sudoeste,5206
GO,5212808,Serra da Mesa,52014,Centro-Norte,5209
GO,5212105,Sul,52017,Centro Sudeste,5210
GO,5211404,Central,52001,Centro-Oeste,5208
GO,5205307,Nordeste I,52006,Nordeste,5207
GO,5210208,Oeste I,52009,Centro-Oeste,5208
GO,5204706,Serra da Mesa,52014,Centro-Norte,5209
GO,5204508,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5203609,Central,52001,Centro-Oeste,5208
GO,5200605,Entorno Norte,52003,Nordeste,5207
GO,5208905,Rio Vermelho,52012,Centro-Oeste,5208
GO,5208509,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5205497,Entorno Sul,52004,Nordeste,5207
GO,5204102,Sudoeste I,52015,Sudoeste,5206
GO,5203575,Norte,52008,Centro-Norte,5209
GO,5221858,Entorno Sul,52004,Nordeste,5207
RS,4308854,Região 17 - Planalto,43017,Norte,4311
RS,4308805,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
RS,4308706,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4308656,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
RS,4308508,Região 15 - Caminho das Águas,43015,Norte,4311
ES,3203205,Central,32001,Central,3208
ES,3201506,Central,32001,Central,3208
CE,2305209,Sobral,23011,Sobral,2309
CE,2305100,Baturité,23004,Fortaleza,2310
RS,4308409,Região 01 - Verdes Campos,43001,Centro-oeste,4314
CE,2302305,Acaraú,23012,Sobral,2309
CE,2305803,Sobral,23011,Sobral,2309
CE,2311207,Crato,23020,Cariri,2308
CE,2307650,Maracanaú,23003,Fortaleza,2310
CE,2301851,Quixadá,23008,Sertão Central,2307
CE,2307106,Juazeiro do Norte,23021,Cariri,2308
BA,2900207,Paulo Afonso,29017,Norte,2913
BA,2924009,Paulo Afonso,29017,Norte,2913
BA,2925204,Camaçari,29004,Leste,2915
BA,2904407,Barreiras,29002,Oeste,2912
BA,2904902,Cruz das Almas,29005,Leste,2915
BA,2906303,Ilhéus,29009,Sul,2910
BA,2908507,Feira de Santana,29006,Centro-Leste,2917
BA,2911402,Paulo Afonso,29017,Norte,2913
BA,2927101,Paulo Afonso,29017,Norte,2913
BA,2915007,Itaberaba,29011,Centro-Leste,2917
BA,2915205,Jequié,29015,Sul,2910
BA,2929255,Irecê,29010,Centro - Norte,2918
BA,2929602,Cruz das Almas,29005,Leste,2915
BA,2931053,Guanambi,29007,Sudoeste,2911
BA,2930907,Barreiras,29002,Oeste,2912
RS,4306932,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
BA,2903276,Serrinha,29025,Centro-Leste,2917
BA,2904308,Jequié,29015,Sul,2910
RS,4307005,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4307054,Região 17 - Planalto,43017,Norte,4311
RS,4307104,Região 21 - Sul,43021,Sul,4309
RS,4307302,Região 15 - Caminho das Águas,43015,Norte,4311
RS,4307401,Região 24 - Campos de Cima da Serra,43024,Serra,4310
RS,4307450,Região 15 - Caminho das Águas,43015,Norte,4311
RS,4307500,Região 19 - Botucaraí,43019,Norte,4311
RS,4307559,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4307708,Região 08 - Vale do Caí e Metropolitana,43008,Metropolitana,4313
RS,4307815,Região 27 - Jacuí Centro,43027,Vales,4308
RS,4307906,Região 26 - Uva Vale,43026,Serra,4310
RS,4308003,Região 01 - Verdes Campos,43001,Centro-oeste,4314
RS,4308052,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4308078,Região 30 - Vale da Luz,43030,Vales,4308
RS,4308201,Região 26 - Uva Vale,43026,Serra,4310
RS,4308300,Região 19 - Botucaraí,43019,Norte,4311
BA,2929370,Jacobina,29014,Centro - Norte,2918
CE,2305704,Icó,23017,Cariri,2308
CE,2302701,Crato,23020,Cariri,2308
CE,2305308,Tianguá,23013,Sobral,2309
CE,2313401,Tianguá,23013,Sobral,2309
CE,2302909,Baturité,23004,Fortaleza,2310
CE,2313757,Itapipoca,23006,Fortaleza,2310
CE,2301000,Fortaleza,23001,Fortaleza,2310
CE,2302602,Camocim,23016,Sobral,2309
CE,2300754,Itapipoca,23006,Fortaleza,2310
MG,3157500,Governador Valadares,31036,Leste,3106
CE,2311306,Quixadá,23008,Sertão Central,2307
CE,2311009,Crateús,23015,Sobral,2309
CE,2311702,Sobral,23011,Sobral,2309
CE,2312205,Sobral,23011,Sobral,2309
CE,2305332,Quixadá,23008,Sertão Central,2307
CE,2309201,Crato,23020,Cariri,2308
BA,2920007,Itapetinga,29013,Sudoeste,2911
BA,2919801,Brumado,29003,Sudoeste,2911
BA,2919603,Itaberaba,29011,Centro-Leste,2917
BA,2927606,Paulo Afonso,29017,Norte,2913
BA,2902203,Alagoinhas,29001,Nordeste,2914
BA,2921906,Seabra,29023,Centro-Leste,2917
BA,2928802,Feira de Santana,29006,Centro-Leste,2917
BA,2927705,Porto Seguro,29018,Extremo Sul,2916
BA,2927200,Itaberaba,29011,Centro-Leste,2917
BA,2926905,Brumado,29003,Sudoeste,2911
BA,2926301,Feira de Santana,29006,Centro-Leste,2917
BA,2925931,Jacobina,29014,Centro - Norte,2918
BA,2925006,Vitória da Conquista,29028,Sudoeste,2911
BA,2922805,Jequié,29015,Sul,2910
BA,2922508,Santo Antônio de Jesus,29022,Leste,2915
BA,2921807,Guanambi,29007,Sudoeste,2911
BA,2921054,Guanambi,29007,Sudoeste,2911
BA,2920106,Jacobina,29014,Centro - Norte,2918
BA,2919504,Brumado,29003,Sudoeste,2911
BA,2919405,Guanambi,29007,Sudoeste,2911
BA,2919157,Irecê,29010,Centro - Norte,2918
BA,2918357,Irecê,29010,Centro - Norte,2918
BA,2923035,Seabra,29023,Centro-Leste,2917
BA,2923308,Alagoinhas,29001,Nordeste,2914
BA,2923506,Seabra,29023,Centro-Leste,2917
BA,2924058,Feira de Santana,29006,Centro-Leste,2917
BA,2925105,Vitória da Conquista,29028,Sudoeste,2911
RS,4305900,Região 20 - Rota da Produção,43020,Norte,4311
BA,2925253,Senhor do Bonfim,29024,Norte,2913
BA,2926103,Serrinha,29025,Centro-Leste,2917
RS,4305934,Região 25 - Vinhedos e Basalto,43025,Serra,4310
BA,2925402,Itapetinga,29013,Sudoeste,2911
BA,2925758,Santo Antônio de Jesus,29022,Leste,2915
BA,2925907,Serrinha,29025,Centro-Leste,2917
SP,3546504,Norte do DRS III,35033,RRAS13,3530
BA,2928000,Serrinha,29025,Centro-Leste,2917
BA,2928208,Santa Maria da Vitória,29021,Oeste,2912
BA,2930204,Juazeiro,29016,Norte,2913
BA,2931350,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2931608,Valença,29027,Sul,2910
BA,2932002,Juazeiro,29016,Norte,2913
BA,2933604,Irecê,29010,Centro - Norte,2918
BA,2901155,Irecê,29010,Centro - Norte,2918
BA,2903003,Irecê,29010,Centro - Norte,2918
BA,2906899,Vitória da Conquista,29028,Sudoeste,2911
BA,2910727,Porto Seguro,29018,Extremo Sul,2916
BA,2911808,Porto Seguro,29018,Extremo Sul,2916
BA,2913002,Seabra,29023,Centro-Leste,2917
BA,2913408,Guanambi,29007,Sudoeste,2911
BA,2913457,Valença,29027,Sul,2910
BA,2913705,Alagoinhas,29001,Nordeste,2914
PR,4126702,14ª RS Paranavaí,41014,Noroeste,4106
BA,2914000,Feira de Santana,29006,Centro-Leste,2917
BA,2928109,Santa Maria da Vitória,29021,Oeste,2912
BA,2907558,Brumado,29003,Sudoeste,2911
BA,2930154,Santa Maria da Vitória,29021,Oeste,2912
BA,2930766,Ribeira do Pombal,29019,Nordeste,2914
BA,2930774,Juazeiro,29016,Norte,2913
BA,2931400,Feira de Santana,29006,Centro-Leste,2917
BA,2904209,Brumado,29003,Sudoeste,2911
BA,2904506,Ibotirama,29008,Oeste,2912
BA,2906857,Feira de Santana,29006,Centro-Leste,2917
BA,2908002,Itabuna,29012,Sul,2910
BA,2909604,Alagoinhas,29001,Nordeste,2914
BA,2912202,Brumado,29003,Sudoeste,2911
BA,2914307,Jequié,29015,Sul,2910
BA,2916708,Jequié,29015,Sul,2910
BA,2920908,Ilhéus,29009,Sul,2910
BA,2921708,Jacobina,29014,Centro - Norte,2918
BA,2922755,Valença,29027,Sul,2910
BA,2924801,Jacobina,29014,Centro - Norte,2918
BA,2927408,Salvador,29020,Leste,2915
BA,2928901,Barreiras,29002,Oeste,2912
BA,2929107,Santo Antônio de Jesus,29022,Leste,2915
BA,2931103,Feira de Santana,29006,Centro-Leste,2917
BA,2933307,Vitória da Conquista,29028,Sudoeste,2911
BA,2900108,Seabra,29023,Centro-Leste,2917
BA,2900900,Itabuna,29012,Sul,2910
BA,2919108,Serrinha,29025,Centro-Leste,2917
BA,2901353,Senhor do Bonfim,29024,Norte,2913
BA,2901700,Feira de Santana,29006,Centro-Leste,2917
BA,2901957,Jequié,29015,Sul,2910
BA,2902302,Santo Antônio de Jesus,29022,Leste,2915
BA,2904001,Seabra,29023,Centro-Leste,2917
BA,2905156,Vitória da Conquista,29028,Sudoeste,2911
BA,2905909,Juazeiro,29016,Norte,2913
BA,2906402,Feira de Santana,29006,Centro-Leste,2917
BA,2907608,Irecê,29010,Centro - Norte,2918
BA,2908408,Serrinha,29025,Centro-Leste,2917
BA,2910750,Ribeira do Pombal,29019,Nordeste,2914
BA,2910008,Jequié,29015,Sul,2910
BA,2910404,Vitória da Conquista,29028,Sudoeste,2911
BA,2911501,Itabuna,29012,Sul,2910
BA,2912608,Itaberaba,29011,Centro-Leste,2917
BA,2914109,Ibotirama,29008,Oeste,2912
BA,2914604,Irecê,29010,Centro - Norte,2918
BA,2914802,Itabuna,29012,Sul,2910
BA,2917102,Itapetinga,29013,Sudoeste,2911
BA,2922854,Itaberaba,29011,Centro-Leste,2917
BA,2922730,Feira de Santana,29006,Centro-Leste,2917
BA,2922300,Cruz das Almas,29005,Leste,2915
BA,2922201,Santo Antônio de Jesus,29022,Leste,2915
BA,2922052,Irecê,29010,Centro - Norte,2918
BA,2921609,Ibotirama,29008,Oeste,2912
BA,2921302,Santo Antônio de Jesus,29022,Leste,2915
BA,2920304,Brumado,29003,Sudoeste,2911
BA,2919959,Vitória da Conquista,29028,Sudoeste,2911
BA,2919702,Itapetinga,29013,Sudoeste,2911
BA,2919306,Seabra,29023,Centro-Leste,2917
BA,2919207,Salvador,29020,Leste,2915
BA,2919009,Itaberaba,29011,Centro-Leste,2917
BA,2929404,Santo Antônio de Jesus,29022,Leste,2915
BA,2902401,Itabuna,29012,Sul,2910
BA,2903409,Porto Seguro,29018,Extremo Sul,2916
BA,2906907,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2904753,Ibotirama,29008,Oeste,2912
BA,2909307,Santa Maria da Vitória,29021,Oeste,2912
BA,2909406,Barreiras,29002,Oeste,2912
BA,2915403,Itabuna,29012,Sul,2910
BA,2917904,Alagoinhas,29001,Nordeste,2914
BA,2918555,Itabuna,29012,Sul,2910
BA,2923605,Brumado,29003,Sudoeste,2911
BA,2925709,Vitória da Conquista,29028,Sudoeste,2911
BA,2929503,Salvador,29020,Leste,2915
BA,2932101,Santo Antônio de Jesus,29022,Leste,2915
BA,2932903,Valença,29027,Sul,2910
RS,4304408,Região 23 - Caxias e Hortênsias,43023,Serra,4310
RS,4304606,Região 08 - Vale do Caí e Metropolitana,43008,Metropolitana,4313
RS,4304622,Região 18 - Araucárias,43018,Norte,4311
RS,4304630,Região 04 - Belas Praias,43004,Metropolitana,4313
RS,4304655,Região 02 - Entre Rios,43002,Centro-oeste,4314
RS,4304689,Região 08 - Vale do Caí e Metropolitana,43008,Metropolitana,4313
RS,4304697,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4304713,Região 05 - Bons Ventos,43005,Metropolitana,4313
RS,4304804,Região 25 - Vinhedos e Basalto,43025,Serra,4310
RS,4304903,Região 17 - Planalto,43017,Norte,4311
RS,4305108,Região 23 - Caxias e Hortênsias,43023,Serra,4310
BA,2900603,Jequié,29015,Sul,2910
BA,2900702,Alagoinhas,29001,Nordeste,2914
BA,2901106,Feira de Santana,29006,Centro-Leste,2917
BA,2901403,Barreiras,29002,Oeste,2912
BA,2902054,Alagoinhas,29001,Nordeste,2914
BA,2904050,Itaberaba,29011,Centro-Leste,2917
BA,2904100,Brumado,29003,Sudoeste,2911
BA,2905305,Irecê,29010,Centro - Norte,2918
BA,2905800,Valença,29027,Sul,2910
BA,2906006,Senhor do Bonfim,29024,Norte,2913
BA,2906501,Salvador,29020,Leste,2915
BA,2906600,Guanambi,29007,Sudoeste,2911
BA,2906709,Vitória da Conquista,29028,Sudoeste,2911
BA,2906824,Juazeiro,29016,Norte,2913
BA,2907509,Alagoinhas,29001,Nordeste,2914
BA,2908101,Santa Maria da Vitória,29021,Oeste,2912
BA,2908309,Santo Antônio de Jesus,29022,Leste,2915
BA,2909505,Jequié,29015,Sul,2910
BA,2909802,Cruz das Almas,29005,Leste,2915
BA,2910107,Brumado,29003,Sudoeste,2911
BA,2910206,Santo Antônio de Jesus,29022,Leste,2915
BA,2910503,Alagoinhas,29001,Nordeste,2914
BA,2911204,Valença,29027,Sul,2910
BA,2911659,Brumado,29003,Sudoeste,2911
BA,2912004,Guanambi,29007,Sudoeste,2911
BA,2912103,Itabuna,29012,Sul,2910
BA,2913903,Jequié,29015,Sul,2910
BA,2914208,Jequié,29015,Sul,2910
BA,2914406,Seabra,29023,Centro-Leste,2917
BA,2914505,Feira de Santana,29006,Centro-Leste,2917
BA,2914653,Porto Seguro,29018,Extremo Sul,2916
BA,2915106,Jequié,29015,Sul,2910
BA,2916104,Salvador,29020,Leste,2915
BA,2916856,Santo Antônio de Jesus,29022,Leste,2915
BA,2916906,Jequié,29015,Sul,2910
BA,2917334,Guanambi,29007,Sudoeste,2911
BA,2918308,Jequié,29015,Sul,2910
RS,4305355,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
PR,4110003,15ª RS Maringá,41015,Noroeste,4106
RS,4305371,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
SP,3550308,São Paulo,35016,RRAS6,3521
SP,3543808,Tupã,35095,RRAS10,3533
RS,4305405,Região 13 - Diversidade,43013,Missioneira,4312
RS,4305439,Região 21 - Sul,43021,Sul,4309
RS,4305447,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
MG,3155504,São Gotardo,31082,Noroeste,3109
RN,2401206,São José de Mipibu,24001,Macrorregião I,2402
RS,4305454,Região 05 - Bons Ventos,43005,Metropolitana,4313
RS,4305504,Região 17 - Planalto,43017,Norte,4311
RS,4305587,Região 30 - Vale da Luz,43030,Vales,4308
RS,4305603,Região 12 - Portal das Missões,43012,Missioneira,4312
RS,4305702,Região 13 - Diversidade,43013,Missioneira,4312
GO,5219803,Nordeste II,52007,Nordeste,5207
RR,1400027,Centro Norte,14001,Roraima,1401
RN,2401503,Santa Cruz,24005,Macrorregião I,2402
RR,1400050,Centro Norte,14001,Roraima,1401
RR,1400233,Sul,14002,Roraima,1401
RR,1400506,Sul,14002,Roraima,1401
RR,1400704,Centro Norte,14001,Roraima,1401
RS,4300059,Região 18 - Araucárias,43018,Norte,4311
RS,4300109,Região 01 - Verdes Campos,43001,Centro-oeste,4314
